INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,IMP_AGE,M_IMP_AGE,AGE_BIN,IMP_YOJ,M_IMP_YOJ,IMP_INCOME,M_IMP_INCOME,IMP_JOB,M_IMP_JOB,IMP_HOME_VAL,M_IMP_HOME_VAL,IMP_TRAVTIME,IMP_BLUEBOOK,OLDCLAIM_BIN,IMP_CAR_AGE,M_IMP_CAR_AGE
825,0,0,0,47,0,10,"$55,821",No,"$223,804",Yes,z_F,z_High School,Clerical,48,Private,"$11,780",1,z_SUV,no,"$7,822",3,No,0,1,Highly Urban/ Urban,47,0,3,10,0,55820.910713,0,Clerical,0,223804.19123,0,47.73625275,11780,2,1,0
826,0,0,0,37,3,15,"$98,655",No,"$272,278",Yes,z_F,Masters,Lawyer,15,Private,"$11,370",1,z_SUV,no,$0,0,No,5,13,Highly Urban/ Urban,37,0,2,15,0,98654.551049,0,Lawyer,0,272278.04631,0,14.749933746,11370,0,13,0
827,0,0,0,34,1,11,"$35,136",No,"$121,175",Yes,M,z_High School,Clerical,9,Private,"$15,330",10,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban,34,0,1,11,0,35136.369817,0,Clerical,0,121174.59927,0,8.8714835008,15330,0,1,0
828,0,0,0,44,0,12,,No,"$228,990",z_No,M,<High School,Clerical,39,Commercial,"$21,960",7,Van,yes,$0,0,No,0,1,z_Highly Rural/ Rural,44,0,2,12,0,33861.19,1,Clerical,0,228990.37995,0,39.071742531,21960,0,1,0
829,0,0,0,53,0,12,"$167,661",No,"$433,494",z_No,M,Masters,,36,Commercial,"$24,390",4,Panel Truck,no,"$10,421",3,No,0,18,Highly Urban/ Urban,53,0,3,12,0,167661.25564,0,Doctor,1,433494.33859,0,35.554380679,24390,3,18,0
830,0,0,0,37,0,10,"$44,705",No,"$159,710",Yes,M,Masters,Professional,21,Private,"$12,990",6,Minivan,yes,$0,0,No,4,13,Highly Urban/ Urban,37,0,2,10,0,44705.440137,0,Professional,0,159710.16117,0,20.900604805,12990,0,13,0
832,0,0,0,53,0,13,,No,"$185,521",Yes,z_F,Bachelors,Professional,27,Private,"$14,880",10,z_SUV,no,$0,0,Yes,1,6,Highly Urban/ Urban,53,0,3,13,0,76593.11,1,Professional,0,185520.66306,0,26.747844096,14880,0,6,0
833,1,4539,0,56,0,13,"$44,320",No,"$166,535",Yes,z_F,Bachelors,Clerical,48,Commercial,"$12,160",1,Pickup,no,"$3,211",1,No,7,15,Highly Urban/ Urban,56,0,4,13,0,44320.460366,0,Clerical,0,166534.76808,0,47.520076203,12160,1,15,0
834,0,0,0,52,0,13,"$154,956",No,$0,z_No,M,Masters,,39,Commercial,"$26,910",10,Panel Truck,yes,$0,0,No,2,16,Highly Urban/ Urban,52,0,3,13,0,154956.31712,0,Doctor,1,0,0,38.524851767,26910,0,16,0
836,1,2010.647809,0,58,0,,"$7,452",No,$0,z_No,z_F,z_High School,Student,30,Private,"$8,050",1,z_SUV,no,"$9,231",3,No,0,1,Highly Urban/ Urban,58,0,4,12,1,7451.5426644,0,Student,0,0,0,30.335825996,8050,2,1,0
838,1,2408,0,42,2,14,"$73,694",No,"$224,623",Yes,z_F,Bachelors,Professional,37,Private,"$5,730",1,z_SUV,no,$0,0,Yes,0,11,Highly Urban/ Urban,42,0,2,14,0,73694.464301,0,Professional,0,224623.2796,0,36.623062556,5730,0,11,0
839,0,0,0,52,0,13,"$57,536",No,"$180,830",Yes,z_F,z_High School,Professional,74,Private,"$17,130",6,Pickup,no,$0,0,No,0,6,z_Highly Rural/ Rural,52,0,3,13,0,57536.14891,0,Professional,0,180829.60809,0,74.184809026,17130,0,6,0
840,1,2697,2,45,3,9,"$44,786",No,"$175,534",Yes,z_F,z_High School,Clerical,5,Private,"$10,480",13,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban,45,0,2,9,0,44785.582837,0,Clerical,0,175534.22238,0,5,10480,0,1,0
842,1,6098,0,39,1,6,"$56,014",No,"$234,014",Yes,z_F,Bachelors,Professional,28,Private,"$7,100",4,z_SUV,no,$0,0,No,0,,Highly Urban/ Urban,39,0,2,6,0,56014.165408,0,Professional,0,234014.48659,0,27.982175393,7100,0,8,1
843,0,0,0,47,0,12,"$38,760",No,"$215,332",z_No,z_F,Bachelors,Professional,17,Commercial,"$27,820",6,Pickup,no,$0,0,No,1,12,z_Highly Rural/ Rural,47,0,3,12,0,38759.714847,0,Professional,0,215331.87918,0,17.48857587,27820,0,12,0
844,0,0,0,46,0,13,"$52,955",No,$0,z_No,M,Bachelors,Professional,15,Private,"$14,640",1,Minivan,yes,$0,0,No,0,9,Highly Urban/ Urban,46,0,3,13,0,52954.951854,0,Professional,0,0,0,14.823937485,14640,0,9,0
845,0,0,1,34,1,12,"$33,197",No,"$123,199",Yes,z_F,z_High School,Clerical,29,Private,"$5,100",4,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban,34,0,1,12,0,33197.113066,0,Clerical,0,123198.61758,0,29.495812518,5100,0,6,0
847,0,0,0,37,4,17,"$22,699",Yes,$0,z_No,M,<High School,Clerical,35,Private,"$7,470",1,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural,37,0,2,17,0,22699.405154,0,Clerical,0,0,0,35.332542741,7470,0,1,0
848,0,0,0,46,0,10,"$144,448",No,"$370,578",z_No,z_F,Masters,Lawyer,34,Private,"$12,130",1,z_SUV,no,$0,0,No,3,17,Highly Urban/ Urban,46,0,3,10,0,144447.85938,0,Lawyer,0,370577.78426,0,34.285263561,12130,0,17,0
849,0,0,0,30,1,12,"$28,162",No,"$137,585",Yes,M,<High School,Clerical,6,Private,"$12,680",3,Minivan,yes,"$49,131",1,Yes,0,7,Highly Urban/ Urban,30,0,1,12,0,28161.676415,0,Clerical,0,137584.7532,0,6.1837896853,12680,3,7,0
850,0,0,0,49,0,,"$39,934",No,"$178,681",Yes,z_F,z_High School,Clerical,54,Private,"$11,750",4,z_SUV,no,$0,0,No,0,,z_Highly Rural/ Rural,49,0,3,10,1,39934.227353,0,Clerical,0,178680.64832,0,54.18357546,11750,0,8,1
851,0,0,0,46,0,10,"$33,333",No,"$124,115",Yes,z_F,z_High School,Clerical,28,Private,"$9,430",13,z_SUV,no,$0,0,No,0,,z_Highly Rural/ Rural,46,0,3,10,0,33333.241289,0,Clerical,0,124115.02984,0,27.785109161,9430,0,8,1
852,0,0,0,41,2,17,"$65,901",No,"$243,198",Yes,M,PhD,Lawyer,16,Private,"$16,570",6,Van,yes,$0,0,Yes,1,8,Highly Urban/ Urban,41,0,2,17,0,65900.987547,0,Lawyer,0,243198.36109,0,16.122313964,16570,0,8,0
853,1,5834.7275625,0,57,1,0,$0,No,"$83,843",Yes,z_F,<High School,Home Maker,36,Private,"$9,180",1,z_SUV,no,"$2,933",2,No,8,1,Highly Urban/ Urban,57,0,4,0,0,0,0,Home Maker,0,83842.532482,0,35.936662863,9180,1,1,0
854,1,1418,2,40,3,16,"$96,613",Yes,"$296,274",z_No,z_F,Bachelors,Professional,30,Private,"$24,010",1,Minivan,no,"$4,426",2,No,3,5,Highly Urban/ Urban,40,0,2,16,0,96613.492387,0,Professional,0,296274.40141,0,30.291040794,24010,1,5,0
855,0,0,0,36,0,13,"$46,195",No,"$218,149",Yes,z_F,Bachelors,Clerical,25,Private,"$20,530",3,Minivan,no,$0,0,No,0,14,z_Highly Rural/ Rural,36,0,2,13,0,46195.043712,0,Clerical,0,218148.84054,0,25.090214461,20530,0,14,0
857,0,0,0,53,0,17,,No,"$344,629",Yes,z_F,PhD,Manager,43,Private,"$6,800",1,z_SUV,no,$0,0,No,2,16,Highly Urban/ Urban,53,0,3,17,0,87461.56,1,Manager,0,344629.2277,0,43.463023026,6800,0,16,0
858,0,0,0,39,1,6,"$56,014",No,"$234,014",Yes,z_F,Bachelors,Professional,28,Private,"$23,370",1,Pickup,no,$0,0,Yes,0,,Highly Urban/ Urban,39,0,2,6,0,56014.165408,0,Professional,0,234014.48659,0,27.982175393,23370,0,8,1
859,0,0,0,28,0,8,"$62,294",No,"$177,386",z_No,M,z_High School,z_Blue Collar,43,Commercial,"$18,370",7,Van,yes,$0,0,No,1,8,z_Highly Rural/ Rural,28,0,1,8,0,62293.756712,0,z_Blue Collar,0,177385.92292,0,43.012616368,18370,0,8,0
860,0,0,0,46,0,14,"$99,224",No,"$274,393",Yes,M,Bachelors,z_Blue Collar,33,Commercial,"$13,500",1,Minivan,no,$0,0,No,1,11,z_Highly Rural/ Rural,46,0,3,14,0,99224.001832,0,z_Blue Collar,0,274393.09868,0,32.980011623,13500,0,11,0
864,0,0,0,53,0,15,"$58,231",No,"$176,785",Yes,M,Bachelors,Professional,58,Private,"$1,500",4,Minivan,yes,$0,0,No,0,,Highly Urban/ Urban,53,0,3,15,0,58231.317837,0,Professional,0,176785.42088,0,57.740653284,1500,0,8,1
866,0,0,0,39,0,10,"$31,869",No,$0,z_No,z_F,z_High School,Clerical,5,Private,"$15,140",22,z_SUV,no,"$8,431",1,No,4,7,Highly Urban/ Urban,39,0,2,10,0,31868.511507,0,Clerical,0,0,0,5,15140,2,7,0
867,0,0,0,44,2,14,"$57,857",Yes,$0,z_No,z_F,Bachelors,Professional,23,Private,"$19,170",1,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,44,0,2,14,0,57856.555188,0,Professional,0,0,0,22.905724898,19170,0,7,0
868,1,3338,0,38,0,9,"$57,890",No,$0,z_No,z_F,Bachelors,Clerical,19,Commercial,"$25,280",1,Pickup,no,$0,0,Yes,2,13,Highly Urban/ Urban,38,0,2,9,0,57889.503703,0,Clerical,0,0,0,18.826626687,25280,0,13,0
869,0,0,0,30,4,16,"$42,579",No,"$169,596",Yes,z_F,z_High School,z_Blue Collar,12,Commercial,"$24,490",10,Pickup,no,"$2,974",1,No,0,7,Highly Urban/ Urban,30,0,1,16,0,42579.215219,0,z_Blue Collar,0,169595.52485,0,11.842234387,24490,1,7,0
870,0,0,0,44,0,4,"$64,617",No,$0,z_No,z_F,z_High School,z_Blue Collar,46,Commercial,"$12,360",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban,44,0,2,4,0,64617.014952,0,z_Blue Collar,0,0,0,45.661690094,12360,0,1,0
872,0,0,0,37,0,9,"$101,863",No,"$291,191",z_No,M,Bachelors,Professional,43,Commercial,"$25,850",4,Panel Truck,yes,$0,0,No,0,5,Highly Urban/ Urban,37,0,2,9,0,101862.50408,0,Professional,0,291190.83677,0,42.710245879,25850,0,5,0
873,1,2569,0,24,1,7,"$6,862",Yes,$0,z_No,z_F,Bachelors,Clerical,38,Private,"$2,190",1,z_SUV,yes,"$11,226",1,No,4,9,Highly Urban/ Urban,24,0,0,7,0,6862.2009845,0,Clerical,0,0,0,37.941410213,2190,3,9,0
874,0,0,0,44,0,14,"$110,556",No,"$345,278",Yes,z_F,Masters,Manager,41,Private,"$14,090",6,z_SUV,no,$0,0,No,2,14,Highly Urban/ Urban,44,0,2,14,0,110556.15898,0,Manager,0,345278.02565,0,40.941771378,14090,0,14,0
875,0,0,0,57,0,15,"$66,293",No,"$242,648",Yes,M,Bachelors,Professional,7,Commercial,"$27,370",6,Panel Truck,no,$0,0,No,0,7,Highly Urban/ Urban,57,0,4,15,0,66292.974031,0,Professional,0,242648.1127,0,7.1774490434,27370,0,7,0
876,1,3079,0,52,0,0,,No,$0,Yes,z_F,z_High School,Student,22,Private,"$1,500",1,Sports Car,no,$0,0,No,0,7,Highly Urban/ Urban,52,0,3,0,0,6309.65,1,Student,0,0,0,21.610301517,1500,0,7,0
877,0,0,0,55,0,10,"$7,231",No,"$82,289",Yes,z_F,Masters,Lawyer,21,Private,"$2,220",4,z_SUV,no,"$26,871",1,Yes,2,12,Highly Urban/ Urban,55,0,3,10,0,7231.2084696,0,Lawyer,0,82288.746241,0,20.514809115,2220,3,12,0
878,0,0,0,49,0,15,"$95,637",No,"$277,837",Yes,M,z_High School,z_Blue Collar,9,Commercial,"$12,330",1,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban,49,0,3,15,0,95637.294997,0,z_Blue Collar,0,277837.21167,0,9.0873236219,12330,0,1,0
882,0,0,0,52,0,12,"$82,599",No,$0,z_No,z_F,Masters,Lawyer,16,Private,"$13,660",6,Minivan,no,$0,0,No,2,26,Highly Urban/ Urban,52,0,3,12,0,82598.964286,0,Lawyer,0,0,0,15.932518747,13660,0,26,0
883,0,0,0,51,1,15,"$58,184",No,"$231,102",Yes,z_F,z_High School,Manager,11,Private,"$16,010",9,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,51,0,3,15,0,58183.911426,0,Manager,0,231101.74911,0,10.512312322,16010,0,1,0
884,0,0,0,51,0,11,"$122,934",No,$0,z_No,z_F,Bachelors,Professional,38,Private,"$28,140",1,Minivan,no,"$4,992",2,No,6,11,Highly Urban/ Urban,51,0,3,11,0,122934.15533,0,Professional,0,0,0,38.280224588,28140,1,11,0
886,0,0,0,48,0,12,"$80,657",No,"$257,921",Yes,M,Bachelors,z_Blue Collar,42,Commercial,"$14,370",13,Minivan,yes,"$2,928",2,No,4,9,Highly Urban/ Urban,48,0,3,12,0,80657.48836,0,z_Blue Collar,0,257920.91252,0,42.493792802,14370,1,9,0
888,0,0,0,48,0,10,"$19,718",No,"$126,038",Yes,z_F,<High School,Clerical,23,Private,"$15,550",6,Minivan,no,$0,0,No,2,1,Highly Urban/ Urban,48,0,3,10,0,19717.938519,0,Clerical,0,126038.25823,0,22.917139195,15550,0,1,0
889,0,0,0,45,2,0,$0,No,"$115,797",Yes,M,<High School,Student,21,Private,"$6,880",1,Pickup,yes,$0,0,No,0,7,Highly Urban/ Urban,45,0,2,0,0,0,0,Student,0,115796.79681,0,21.070363919,6880,0,7,0
890,0,0,0,51,0,14,"$77,728",No,"$215,250",z_No,z_F,Bachelors,z_Blue Collar,43,Commercial,"$14,370",10,z_SUV,no,"$8,466",4,No,4,9,Highly Urban/ Urban,51,0,3,14,0,77727.708725,0,z_Blue Collar,0,215250.40919,0,43.116358867,14370,2,9,0
891,0,0,0,53,0,16,"$73,056",No,$0,z_No,M,Bachelors,Manager,34,Private,"$14,110",9,Minivan,yes,$0,0,No,1,12,Highly Urban/ Urban,53,0,3,16,0,73055.90456,0,Manager,0,0,0,33.90717973,14110,0,12,0
893,0,0,0,46,0,10,"$93,543",No,$0,z_No,z_F,Masters,Lawyer,54,Private,"$24,430",1,Minivan,no,"$43,170",2,No,6,16,Highly Urban/ Urban,46,0,3,10,0,93542.821895,0,Lawyer,0,0,0,53.767513328,24430,3,16,0
894,0,0,0,54,0,12,"$1,590",No,"$58,365",Yes,M,Masters,Lawyer,14,Private,"$20,320",7,Van,yes,$0,0,No,0,16,Highly Urban/ Urban,54,0,3,12,0,1590.3522175,0,Lawyer,0,58365.11912,0,14.207321607,20320,0,16,0
895,0,0,0,31,1,9,"$17,645",No,$0,Yes,z_F,Bachelors,Student,32,Commercial,"$4,600",6,z_SUV,no,$0,0,Yes,0,11,Highly Urban/ Urban,31,0,1,9,0,17645.320893,0,Student,0,0,0,31.945212054,4600,0,11,0
896,0,0,0,47,0,13,"$40,460",No,$0,z_No,z_F,Masters,z_Blue Collar,54,Commercial,"$5,550",4,Sports Car,no,$0,0,No,1,16,z_Highly Rural/ Rural,47,0,3,13,0,40459.987435,0,z_Blue Collar,0,0,0,54.203809683,5550,0,16,0
897,0,0,0,51,0,12,"$15,542",No,$0,z_No,z_F,<High School,z_Blue Collar,14,Private,"$3,050",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,51,0,3,12,0,15541.733225,0,z_Blue Collar,0,0,0,13.522153823,3050,0,1,0
899,0,0,0,38,0,5,"$25,123",No,"$101,352",Yes,M,<High School,Student,52,Private,"$11,710",1,Pickup,yes,$0,0,No,1,1,z_Highly Rural/ Rural,38,0,2,5,0,25123.154028,0,Student,0,101352.4776,0,52.203876844,11710,0,1,0
901,0,0,0,47,0,14,"$52,814",No,"$217,253",Yes,M,z_High School,z_Blue Collar,20,Commercial,"$11,480",1,Pickup,yes,$0,0,No,0,11,z_Highly Rural/ Rural,47,0,3,14,0,52813.92929,0,z_Blue Collar,0,217252.82166,0,19.853096889,11480,0,11,0
902,1,4011,2,45,3,10,"$116,018",No,,Yes,M,Bachelors,Manager,25,Commercial,"$17,600",4,Van,no,"$16,545",1,Yes,2,4,Highly Urban/ Urban,45,0,2,10,0,116018.16662,0,Manager,0,199290.2,1,24.800944029,17600,3,4,0
903,0,0,0,52,0,6,"$147,666",No,"$405,910",Yes,z_F,Masters,Lawyer,43,Private,"$21,530",7,Minivan,no,$0,0,No,0,17,z_Highly Rural/ Rural,52,0,3,6,0,147665.54649,0,Lawyer,0,405909.5373,0,42.880466618,21530,0,17,0
905,0,0,0,50,0,11,"$92,321",No,"$317,665",Yes,M,Masters,Lawyer,28,Private,"$11,660",6,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban,50,0,3,11,0,92320.820108,0,Lawyer,0,317665.25545,0,27.865845147,11660,0,10,0
907,0,0,0,47,0,11,"$86,434",No,"$236,431",Yes,z_F,Masters,Manager,36,Private,"$13,270",1,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban,47,0,3,11,0,86433.685205,0,Manager,0,236430.61888,0,36.239151455,13270,0,14,0
908,0,0,0,27,1,9,"$7,989",No,"$59,185",Yes,z_F,z_High School,Home Maker,48,Private,"$5,000",6,Sports Car,no,$0,0,No,2,1,z_Highly Rural/ Rural,27,0,1,9,0,7988.7528261,0,Home Maker,0,59185.111148,0,48.373586369,5000,0,1,0
909,0,0,0,42,0,13,"$129,274",No,"$281,200",Yes,M,PhD,,64,Commercial,"$28,930",6,Panel Truck,yes,$0,0,No,3,22,Highly Urban/ Urban,42,0,2,13,0,129273.60342,0,Doctor,1,281199.67258,0,64.155863704,28930,0,22,0
911,0,0,0,25,1,9,"$24,234",No,$0,Yes,M,Bachelors,Student,46,Commercial,"$6,420",1,Pickup,yes,"$1,368",2,No,1,15,z_Highly Rural/ Rural,25,0,0,9,0,24234.286746,0,Student,0,0,0,46.218508019,6420,1,15,0
914,0,0,0,46,0,,$0,No,"$99,200",Yes,z_F,Bachelors,Home Maker,28,Private,"$6,500",1,Sports Car,no,"$6,913",3,No,2,10,Highly Urban/ Urban,46,0,3,10,1,0,0,Home Maker,0,99200.12927,0,27.784075295,6500,2,10,0
915,0,0,0,36,0,9,"$64,677",No,$0,z_No,z_F,Masters,Lawyer,43,Private,"$11,570",6,z_SUV,no,"$8,190",2,No,5,23,Highly Urban/ Urban,36,0,2,9,0,64677.358482,0,Lawyer,0,0,0,42.940820011,11570,2,23,0
916,0,0,1,44,3,15,"$74,483",No,"$265,815",Yes,z_F,z_High School,Clerical,43,Private,"$12,300",6,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural,44,0,2,15,0,74482.831874,0,Clerical,0,265815.33943,0,42.788238048,12300,0,5,0
917,0,0,0,49,0,9,"$117,252",No,$0,z_No,M,Masters,Lawyer,28,Private,"$18,130",11,Van,yes,"$6,494",2,No,0,15,Highly Urban/ Urban,49,0,3,9,0,117251.5084,0,Lawyer,0,0,0,28.120007847,18130,2,15,0
918,1,3771,1,41,2,15,"$105,563",No,"$306,854",Yes,z_F,Masters,Lawyer,23,Private,"$27,520",7,Pickup,no,"$35,585",2,Yes,0,18,Highly Urban/ Urban,41,0,2,15,0,105562.86927,0,Lawyer,0,306853.6587,0,22.903044806,27520,3,18,0
920,0,0,0,54,0,13,"$63,212",No,"$207,429",Yes,z_F,z_High School,Manager,38,Private,"$13,220",1,z_SUV,no,"$6,712",1,No,0,1,Highly Urban/ Urban,54,0,3,13,0,63212.456215,0,Manager,0,207429.21657,0,38.025852612,13220,2,1,0
921,0,0,0,46,0,14,"$39,075",No,"$170,744",Yes,z_F,Masters,Lawyer,8,Private,"$26,000",1,Minivan,no,$0,0,No,3,18,Highly Urban/ Urban,46,0,3,14,0,39074.657581,0,Lawyer,0,170744.24238,0,7.5555106129,26000,0,18,0
922,0,0,0,46,1,13,"$62,886",Yes,"$202,178",z_No,z_F,Bachelors,Professional,18,Private,"$22,260",1,Minivan,no,"$5,290",1,No,6,6,Highly Urban/ Urban,46,0,3,13,0,62886.156999,0,Professional,0,202177.70457,0,17.735668553,22260,2,6,0
923,0,0,1,40,3,14,"$33,150",No,"$146,180",Yes,M,z_High School,Clerical,23,Commercial,"$20,990",4,Van,yes,$0,0,No,0,1,z_Highly Rural/ Rural,40,0,2,14,0,33150.145731,0,Clerical,0,146179.71942,0,23.203368988,20990,0,1,0
926,1,6868,0,33,1,,"$112,943",No,"$307,155",Yes,z_F,PhD,Lawyer,29,Private,"$16,090",2,Sports Car,no,$0,0,No,0,19,Highly Urban/ Urban,33,0,1,10,1,112942.84517,0,Lawyer,0,307155.0348,0,29.189109807,16090,0,19,0
927,1,5811,1,45,1,10,"$36,365",Yes,$0,z_No,M,z_High School,Clerical,48,Private,"$20,010",4,Minivan,no,$0,0,No,3,8,Highly Urban/ Urban,45,0,2,10,0,36364.695668,0,Clerical,0,0,0,47.948253996,20010,0,8,0
928,1,889.55567117,2,36,2,10,"$35,990",Yes,$0,z_No,M,z_High School,Clerical,34,Private,"$13,840",6,Minivan,yes,"$10,310",1,No,3,1,z_Highly Rural/ Rural,36,0,2,10,0,35990.0266,0,Clerical,0,0,0,33.875654365,13840,3,1,0
929,0,0,0,50,0,12,"$102,191",No,"$308,402",Yes,M,Masters,Manager,55,Commercial,"$19,380",11,Van,yes,"$8,730",2,No,0,21,Highly Urban/ Urban,50,0,3,12,0,102190.8545,0,Manager,0,308402.38128,0,54.624284012,19380,2,21,0
931,0,0,1,44,1,12,"$19,237",No,"$129,516",Yes,z_F,<High School,Clerical,28,Private,"$22,500",11,Minivan,no,$0,0,No,0,5,Highly Urban/ Urban,44,0,2,12,0,19236.791645,0,Clerical,0,129516.32148,0,28.387070034,22500,0,5,0
932,0,0,0,46,0,8,"$132,767",No,"$348,409",Yes,M,Masters,,20,Commercial,"$23,910",13,Panel Truck,yes,$0,0,No,1,9,Highly Urban/ Urban,46,0,3,8,0,132766.68725,0,Doctor,1,348408.57335,0,19.866748157,23910,0,9,0
933,1,6755,0,35,2,10,"$99,325",Yes,"$253,542",z_No,z_F,Bachelors,z_Blue Collar,40,Commercial,"$20,870",9,z_SUV,no,"$1,994",2,No,3,15,Highly Urban/ Urban,35,0,1,10,0,99324.545937,0,z_Blue Collar,0,253542.2692,0,40.313395896,20870,1,15,0
934,0,0,0,47,0,11,"$183,410",No,"$407,959",Yes,M,Masters,Lawyer,44,Private,"$1,500",4,Minivan,yes,$0,0,No,2,17,Highly Urban/ Urban,47,0,3,11,0,183409.79641,0,Lawyer,0,407958.94405,0,44.363807156,1500,0,17,0
935,0,0,0,59,3,18,"$69,483",No,"$255,868",Yes,M,Bachelors,z_Blue Collar,34,Commercial,"$14,350",1,Minivan,yes,$0,0,No,1,12,z_Highly Rural/ Rural,59,0,4,18,0,69483.192244,0,z_Blue Collar,0,255868.13281,0,34.477855444,14350,0,12,0
936,0,0,0,37,1,11,"$55,341",No,"$180,901",Yes,z_F,Masters,Lawyer,46,Private,"$19,220",4,z_SUV,no,"$12,204",1,No,0,17,Highly Urban/ Urban,37,0,2,11,0,55341.233211,0,Lawyer,0,180901.03559,0,45.771191462,19220,3,17,0
937,0,0,0,41,0,10,"$130,607",No,"$319,354",Yes,z_F,Masters,Lawyer,31,Private,"$5,600",10,z_SUV,no,$0,0,No,3,21,Highly Urban/ Urban,41,0,2,10,0,130607.31671,0,Lawyer,0,319354.45753,0,31.263505906,5600,0,21,0
938,0,0,0,43,0,4,"$135,157",No,"$358,420",Yes,z_F,PhD,Doctor,31,Private,"$20,470",6,z_SUV,no,$0,0,No,0,16,Highly Urban/ Urban,43,0,2,4,0,135157.18016,0,Doctor,0,358419.54476,0,31.042056264,20470,0,16,0
939,0,0,0,30,2,11,"$132,463",Yes,"$362,176",z_No,M,Bachelors,Professional,38,Private,"$14,820",6,Minivan,yes,"$5,007",3,No,5,11,Highly Urban/ Urban,30,0,1,11,0,132463.06917,0,Professional,0,362176.1306,0,37.778566794,14820,2,11,0
942,1,5455,0,43,0,9,"$215,536",No,"$525,566",Yes,M,PhD,,38,Commercial,"$36,390",6,Panel Truck,yes,$0,0,No,1,13,Highly Urban/ Urban,43,0,2,9,0,215536.28232,0,Doctor,1,497746,0,38.226758019,36390,0,13,0
943,1,6849,0,50,0,9,"$180,783",No,"$486,015",Yes,z_F,PhD,,42,Commercial,"$36,690",1,Van,no,$0,0,No,1,16,Highly Urban/ Urban,50,0,3,9,0,180782.82192,0,Doctor,1,486014.96386,0,42.307887717,36690,0,16,0
944,0,0,0,40,2,12,"$71,237",No,"$203,433",Yes,M,Bachelors,Clerical,25,Private,"$12,620",1,Minivan,yes,"$30,001",2,Yes,5,13,Highly Urban/ Urban,40,0,2,12,0,71237.398094,0,Clerical,0,203432.89951,0,25.425606482,12620,3,13,0
945,0,0,0,49,0,6,"$45,551",No,"$239,831",z_No,M,Bachelors,Manager,34,Private,"$16,460",17,Van,no,"$5,545",2,No,2,,Highly Urban/ Urban,49,0,3,6,0,45551.436693,0,Manager,0,239830.69625,0,33.645396039,16460,2,8,1
947,0,0,0,51,0,16,"$36,431",No,"$170,380",Yes,M,z_High School,Clerical,51,Commercial,"$18,050",6,Van,no,$0,0,No,1,1,z_Highly Rural/ Rural,51,0,3,16,0,36430.607511,0,Clerical,0,170379.51753,0,50.52672073,18050,0,1,0
948,0,0,0,40,0,0,$0,No,$0,z_No,z_F,z_High School,Student,48,Commercial,"$8,690",10,z_SUV,no,$0,0,No,0,10,z_Highly Rural/ Rural,40,0,2,0,0,0,0,Student,0,0,0,47.791204073,8690,0,10,0
950,1,20539.981301,0,33,2,14,"$58,973",No,"$197,613",Yes,M,z_High School,z_Blue Collar,26,Commercial,"$10,580",1,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban,33,0,1,14,0,58973.04092,0,z_Blue Collar,0,197612.98026,0,26.387095298,10580,0,1,0
952,0,0,3,37,3,10,"$107,765",Yes,"$309,216",z_No,M,Masters,Manager,14,Commercial,"$24,440",4,Panel Truck,yes,"$5,818",1,No,1,17,Highly Urban/ Urban,37,0,2,10,0,107765.00174,0,Manager,0,309215.79942,0,14.079405968,24440,2,17,0
953,1,962,0,35,2,13,"$8,746",No,"$127,941",Yes,z_F,z_High School,z_Blue Collar,50,Commercial,"$5,370",1,z_SUV,no,$0,0,No,6,1,Highly Urban/ Urban,35,0,1,13,0,8745.7460926,0,z_Blue Collar,0,127941.49993,0,50.370800456,5370,0,1,0
954,0,0,0,26,0,9,"$53,982",No,"$152,641",Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,"$18,980",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,26,0,1,9,0,53981.7845,0,z_Blue Collar,0,152640.83449,0,37.269955522,18980,0,1,0
955,0,0,1,42,4,15,"$9,950",No,$0,Yes,z_F,z_High School,Student,37,Private,"$6,690",11,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban,42,0,2,15,0,9949.9733926,0,Student,0,0,0,37.370785926,6690,0,1,0
